asset,time,headline_count,positive,negative,neutral,score,confidence
CAKE/USDT,2022-05-28T04:00:00+00:00,3,0,2,1,-0.6667,0.5437
CAKE/USDT,2022-05-28T08:00:00+00:00,0,0,0,0,0.0,0.0
CAKE/USDT,2022-05-28T12:00:00+00:00,6,1,1,4,0.0,0.9054
CAKE/USDT,2022-05-28T16:00:00+00:00,4,0,2,2,-0.5,0.5517
CAKE/USDT,2022-05-28T20:00:00+00:00,2,1,1,0,0.0,0.7583
CAKE/USDT,2022-05-29T00:00:00+00:00,8,7,1,0,0.75,0.603
CAKE/USDT,2022-05-29T04:00:00+00:00,4,3,1,0,0.5,0.6406
CAKE/USDT,2022-05-29T08:00:00+00:00,6,2,3,1,-0.1667,0.9319
CAKE/USDT,2022-05-29T12:00:00+00:00,0,0,0,0,0.0,0.0
CAKE/USDT,2022-05-29T16:00:00+00:00,3,1,0,2,0.3333,0.9517
CAKE/USDT,2022-05-29T20:00:00+00:00,3,3,0,0,1.0,0.5557
CAKE/USDT,2022-05-30T00:00:00+00:00,9,2,0,7,0.2222,0.8544
CAKE/USDT,2022-05-30T04:00:00+00:00,9,4,0,5,0.4444,0.5267
CAKE/USDT,2022-05-30T08:00:00+00:00,1,0,0,1,0.0,0.8141
CAKE/USDT,2022-05-30T12:00:00+00:00,6,0,3,3,-0.5,0.9021
CAKE/USDT,2022-05-30T16:00:00+00:00,1,1,0,0,1.0,0.6959
CAKE/USDT,2022-05-30T20:00:00+00:00,8,4,4,0,0.0,0.9406
CAKE/USDT,2022-05-31T00:00:00+00:00,7,7,0,0,1.0,0.7592
CAKE/USDT,2022-05-31T04:00:00+00:00,3,0,3,0,-1.0,0.5436
CAKE/USDT,2022-05-31T08:00:00+00:00,4,1,2,1,-0.25,0.7236
CAKE/USDT,2022-05-31T12:00:00+00:00,10,5,2,3,0.3,0.8529
CAKE/USDT,2022-05-31T16:00:00+00:00,7,3,2,2,0.1429,0.5115
CAKE/USDT,2022-05-31T20:00:00+00:00,5,5,0,0,1.0,0.7049
CAKE/USDT,2022-06-01T00:00:00+00:00,2,1,0,1,0.5,0.8631
CAKE/USDT,2022-06-01T04:00:00+00:00,8,7,1,0,0.75,0.7164
CAKE/USDT,2022-06-01T08:00:00+00:00,7,0,7,0,-1.0,0.5426
CAKE/USDT,2022-06-01T12:00:00+00:00,8,1,2,5,-0.125,0.7999
CAKE/USDT,2022-06-01T16:00:00+00:00,3,3,0,0,1.0,0.9313
CAKE/USDT,2022-06-01T20:00:00+00:00,9,1,2,6,-0.1111,0.5938
CAKE/USDT,2022-06-02T00:00:00+00:00,7,4,2,1,0.2857,0.7991
CAKE/USDT,2022-06-02T04:00:00+00:00,9,8,1,0,0.7778,0.98
CAKE/USDT,2022-06-02T08:00:00+00:00,1,0,0,1,0.0,0.7491
CAKE/USDT,2022-06-02T12:00:00+00:00,8,7,0,1,0.875,0.6672
CAKE/USDT,2022-06-02T16:00:00+00:00,8,0,7,1,-0.875,0.7894
CAKE/USDT,2022-06-02T20:00:00+00:00,0,0,0,0,0.0,0.0
CAKE/USDT,2022-06-03T00:00:00+00:00,10,6,2,2,0.4,0.5596
CAKE/USDT,2022-06-03T04:00:00+00:00,0,0,0,0,0.0,0.0
CAKE/USDT,2022-06-03T08:00:00+00:00,6,2,0,4,0.3333,0.748
CAKE/USDT,2022-06-03T12:00:00+00:00,7,3,4,0,-0.1429,0.8404
CAKE/USDT,2022-06-03T16:00:00+00:00,4,3,1,0,0.5,0.7561
CAKE/USDT,2022-06-03T20:00:00+00:00,3,0,1,2,-0.3333,0.6272
CAKE/USDT,2022-06-04T00:00:00+00:00,5,3,0,2,0.6,0.7164
CAKE/USDT,2022-06-04T04:00:00+00:00,5,5,0,0,1.0,0.845
CAKE/USDT,2022-06-04T08:00:00+00:00,0,0,0,0,0.0,0.0
CAKE/USDT,2022-06-04T12:00:00+00:00,4,2,2,0,0.0,0.5646
CAKE/USDT,2022-06-04T16:00:00+00:00,2,2,0,0,1.0,0.8072
CAKE/USDT,2022-06-04T20:00:00+00:00,3,0,3,0,-1.0,0.777
CAKE/USDT,2022-06-05T00:00:00+00:00,8,3,5,0,-0.25,0.8929
CAKE/USDT,2022-06-05T04:00:00+00:00,4,1,0,3,0.25,0.714
CAKE/USDT,2022-06-05T08:00:00+00:00,8,5,2,1,0.375,0.9741
CAKE/USDT,2022-06-05T12:00:00+00:00,4,0,4,0,-1.0,0.781
CAKE/USDT,2022-06-05T16:00:00+00:00,9,5,4,0,0.1111,0.6078
CAKE/USDT,2022-06-05T20:00:00+00:00,3,1,2,0,-0.3333,0.5168
CAKE/USDT,2022-06-06T00:00:00+00:00,10,5,3,2,0.2,0.5025
CAKE/USDT,2022-06-06T04:00:00+00:00,5,1,3,1,-0.4,0.8097
CAKE/USDT,2022-06-06T08:00:00+00:00,0,0,0,0,0.0,0.0
CAKE/USDT,2022-06-06T12:00:00+00:00,1,1,0,0,1.0,0.6034
CAKE/USDT,2022-06-06T16:00:00+00:00,10,0,2,8,-0.2,0.8035
CAKE/USDT,2022-06-06T20:00:00+00:00,9,9,0,0,1.0,0.6905
CAKE/USDT,2022-06-07T00:00:00+00:00,3,0,1,2,-0.3333,0.9551
CAKE/USDT,2022-06-07T04:00:00+00:00,5,3,1,1,0.4,0.6324
CAKE/USDT,2022-06-07T08:00:00+00:00,0,0,0,0,0.0,0.0
CAKE/USDT,2022-06-07T12:00:00+00:00,3,0,3,0,-1.0,0.7986
CAKE/USDT,2022-06-07T16:00:00+00:00,9,1,5,3,-0.4444,0.6376
CAKE/USDT,2022-06-07T20:00:00+00:00,0,0,0,0,0.0,0.0
CAKE/USDT,2022-06-08T00:00:00+00:00,2,2,0,0,1.0,0.6042
CAKE/USDT,2022-06-08T04:00:00+00:00,2,0,0,2,0.0,0.573
CAKE/USDT,2022-06-08T08:00:00+00:00,10,9,1,0,0.8,0.6075
CAKE/USDT,2022-06-08T12:00:00+00:00,8,5,0,3,0.625,0.511
CAKE/USDT,2022-06-08T16:00:00+00:00,2,0,0,2,0.0,0.8322
CAKE/USDT,2022-06-08T20:00:00+00:00,8,2,5,1,-0.375,0.5195
CAKE/USDT,2022-06-09T00:00:00+00:00,6,4,0,2,0.6667,0.9039
CAKE/USDT,2022-06-09T04:00:00+00:00,0,0,0,0,0.0,0.0
CAKE/USDT,2022-06-09T08:00:00+00:00,4,4,0,0,1.0,0.8909
CAKE/USDT,2022-06-09T12:00:00+00:00,0,0,0,0,0.0,0.0
CAKE/USDT,2022-06-09T16:00:00+00:00,9,3,0,6,0.3333,0.9548
CAKE/USDT,2022-06-09T20:00:00+00:00,5,2,2,1,0.0,0.8544
CAKE/USDT,2022-06-10T00:00:00+00:00,3,2,1,0,0.3333,0.8782
CAKE/USDT,2022-06-10T04:00:00+00:00,7,7,0,0,1.0,0.7935
CAKE/USDT,2022-06-10T08:00:00+00:00,8,2,2,4,0.0,0.9155
CAKE/USDT,2022-06-10T12:00:00+00:00,5,5,0,0,1.0,0.6184
CAKE/USDT,2022-06-10T16:00:00+00:00,1,1,0,0,1.0,0.7679
CAKE/USDT,2022-06-10T20:00:00+00:00,7,2,5,0,-0.4286,0.5939
CAKE/USDT,2022-06-11T00:00:00+00:00,8,2,3,3,-0.125,0.9659
CAKE/USDT,2022-06-11T04:00:00+00:00,2,2,0,0,1.0,0.934
CAKE/USDT,2022-06-11T08:00:00+00:00,1,1,0,0,1.0,0.9354
CAKE/USDT,2022-06-11T12:00:00+00:00,5,5,0,0,1.0,0.8428
CAKE/USDT,2022-06-11T16:00:00+00:00,8,8,0,0,1.0,0.6683
CAKE/USDT,2022-06-11T20:00:00+00:00,5,4,0,1,0.8,0.6218
CAKE/USDT,2022-06-12T00:00:00+00:00,8,1,6,1,-0.625,0.864
CAKE/USDT,2022-06-12T04:00:00+00:00,9,5,2,2,0.3333,0.6309
CAKE/USDT,2022-06-12T08:00:00+00:00,8,7,1,0,0.75,0.5517
CAKE/USDT,2022-06-12T12:00:00+00:00,5,0,5,0,-1.0,0.8811
CAKE/USDT,2022-06-12T16:00:00+00:00,8,8,0,0,1.0,0.7926
CAKE/USDT,2022-06-12T20:00:00+00:00,1,1,0,0,1.0,0.7552
CAKE/USDT,2022-06-13T00:00:00+00:00,2,2,0,0,1.0,0.6441
CAKE/USDT,2022-06-13T04:00:00+00:00,4,0,1,3,-0.25,0.9587
CAKE/USDT,2022-06-13T08:00:00+00:00,0,0,0,0,0.0,0.0
CAKE/USDT,2022-06-13T12:00:00+00:00,7,6,1,0,0.7143,0.6733
CAKE/USDT,2022-06-13T16:00:00+00:00,5,4,0,1,0.8,0.6841
CAKE/USDT,2022-06-13T20:00:00+00:00,5,4,0,1,0.8,0.9294
CAKE/USDT,2022-06-14T00:00:00+00:00,8,2,5,1,-0.375,0.5763
CAKE/USDT,2022-06-14T04:00:00+00:00,7,5,1,1,0.5714,0.7235
CAKE/USDT,2022-06-14T08:00:00+00:00,7,7,0,0,1.0,0.6358
CAKE/USDT,2022-06-14T12:00:00+00:00,9,2,5,2,-0.3333,0.6419
CAKE/USDT,2022-06-14T16:00:00+00:00,1,0,0,1,0.0,0.7572
CAKE/USDT,2022-06-14T20:00:00+00:00,2,1,0,1,0.5,0.7413
CAKE/USDT,2022-06-15T00:00:00+00:00,7,0,0,7,0.0,0.7467
CAKE/USDT,2022-06-15T04:00:00+00:00,4,2,1,1,0.25,0.7999
CAKE/USDT,2022-06-15T08:00:00+00:00,4,4,0,0,1.0,0.7846
CAKE/USDT,2022-06-15T12:00:00+00:00,6,3,2,1,0.1667,0.961
CAKE/USDT,2022-06-15T16:00:00+00:00,1,1,0,0,1.0,0.5663
CAKE/USDT,2022-06-15T20:00:00+00:00,10,9,1,0,0.8,0.894
CAKE/USDT,2022-06-16T00:00:00+00:00,10,7,0,3,0.7,0.577
CAKE/USDT,2022-06-16T04:00:00+00:00,5,4,0,1,0.8,0.6718
CAKE/USDT,2022-06-16T08:00:00+00:00,0,0,0,0,0.0,0.0
CAKE/USDT,2022-06-16T12:00:00+00:00,2,1,1,0,0.0,0.7234
CAKE/USDT,2022-06-16T16:00:00+00:00,9,0,6,3,-0.6667,0.6506
CAKE/USDT,2022-06-16T20:00:00+00:00,2,0,1,1,-0.5,0.5738
CAKE/USDT,2022-06-17T00:00:00+00:00,7,6,1,0,0.7143,0.5987
CAKE/USDT,2022-06-17T04:00:00+00:00,1,1,0,0,1.0,0.9742
CAKE/USDT,2022-06-17T08:00:00+00:00,10,3,4,3,-0.1,0.5516
CAKE/USDT,2022-06-17T12:00:00+00:00,10,0,0,10,0.0,0.6695
CAKE/USDT,2022-06-17T16:00:00+00:00,5,2,1,2,0.2,0.8952
CAKE/USDT,2022-06-17T20:00:00+00:00,5,2,2,1,0.0,0.9439
CAKE/USDT,2022-06-18T00:00:00+00:00,5,3,0,2,0.6,0.9791
CAKE/USDT,2022-06-18T04:00:00+00:00,6,4,2,0,0.3333,0.6073
CAKE/USDT,2022-06-18T08:00:00+00:00,5,5,0,0,1.0,0.8497
CAKE/USDT,2022-06-18T12:00:00+00:00,6,3,0,3,0.5,0.7802
CAKE/USDT,2022-06-18T16:00:00+00:00,9,5,0,4,0.5556,0.6508
CAKE/USDT,2022-06-18T20:00:00+00:00,9,1,0,8,0.1111,0.7514
CAKE/USDT,2022-06-19T00:00:00+00:00,0,0,0,0,0.0,0.0
CAKE/USDT,2022-06-19T04:00:00+00:00,4,1,0,3,0.25,0.7368
CAKE/USDT,2022-06-19T08:00:00+00:00,5,2,3,0,-0.2,0.7796
CAKE/USDT,2022-06-19T12:00:00+00:00,2,0,2,0,-1.0,0.8591
CAKE/USDT,2022-06-19T16:00:00+00:00,7,3,1,3,0.2857,0.6955
CAKE/USDT,2022-06-19T20:00:00+00:00,6,0,6,0,-1.0,0.9691
CAKE/USDT,2022-06-20T00:00:00+00:00,10,3,1,6,0.2,0.8341
CAKE/USDT,2022-06-20T04:00:00+00:00,6,0,4,2,-0.6667,0.7879
CAKE/USDT,2022-06-20T08:00:00+00:00,8,8,0,0,1.0,0.8231
CAKE/USDT,2022-06-20T12:00:00+00:00,0,0,0,0,0.0,0.0
CAKE/USDT,2022-06-20T16:00:00+00:00,1,0,1,0,-1.0,0.6859
CAKE/USDT,2022-06-20T20:00:00+00:00,8,3,4,1,-0.125,0.5391
CAKE/USDT,2022-06-21T00:00:00+00:00,1,1,0,0,1.0,0.5866
CAKE/USDT,2022-06-21T04:00:00+00:00,2,1,1,0,0.0,0.5242
CAKE/USDT,2022-06-21T08:00:00+00:00,9,3,5,1,-0.2222,0.8389
CAKE/USDT,2022-06-21T12:00:00+00:00,3,1,2,0,-0.3333,0.7167
CAKE/USDT,2022-06-21T16:00:00+00:00,7,0,2,5,-0.2857,0.9548
CAKE/USDT,2022-06-21T20:00:00+00:00,10,10,0,0,1.0,0.7717
CAKE/USDT,2022-06-22T00:00:00+00:00,10,7,1,2,0.6,0.9718
CAKE/USDT,2022-06-22T04:00:00+00:00,1,0,1,0,-1.0,0.6417
CAKE/USDT,2022-06-22T08:00:00+00:00,7,1,6,0,-0.7143,0.878
CAKE/USDT,2022-06-22T12:00:00+00:00,7,6,1,0,0.7143,0.6242
CAKE/USDT,2022-06-22T16:00:00+00:00,4,1,0,3,0.25,0.7718
CAKE/USDT,2022-06-22T20:00:00+00:00,4,4,0,0,1.0,0.5928
CAKE/USDT,2022-06-23T00:00:00+00:00,2,2,0,0,1.0,0.7175
CAKE/USDT,2022-06-23T04:00:00+00:00,7,4,1,2,0.4286,0.864
CAKE/USDT,2022-06-23T08:00:00+00:00,6,2,2,2,0.0,0.9241
CAKE/USDT,2022-06-23T12:00:00+00:00,4,3,0,1,0.75,0.8832
CAKE/USDT,2022-06-23T16:00:00+00:00,2,1,1,0,0.0,0.7032
CAKE/USDT,2022-06-23T20:00:00+00:00,7,5,2,0,0.4286,0.5465
CAKE/USDT,2022-06-24T00:00:00+00:00,8,7,1,0,0.75,0.9124
CAKE/USDT,2022-06-24T04:00:00+00:00,4,2,2,0,0.0,0.7832
CAKE/USDT,2022-06-24T08:00:00+00:00,4,3,1,0,0.5,0.8319
CAKE/USDT,2022-06-24T12:00:00+00:00,4,2,1,1,0.25,0.9077
CAKE/USDT,2022-06-24T16:00:00+00:00,3,2,0,1,0.6667,0.5459
CAKE/USDT,2022-06-24T20:00:00+00:00,5,2,3,0,-0.2,0.7017
CAKE/USDT,2022-06-25T00:00:00+00:00,10,2,3,5,-0.1,0.8075
CAKE/USDT,2022-06-25T04:00:00+00:00,0,0,0,0,0.0,0.0
CAKE/USDT,2022-06-25T08:00:00+00:00,2,2,0,0,1.0,0.8961
CAKE/USDT,2022-06-25T12:00:00+00:00,9,0,8,1,-0.8889,0.9694
CAKE/USDT,2022-06-25T16:00:00+00:00,6,2,4,0,-0.3333,0.6943
CAKE/USDT,2022-06-25T20:00:00+00:00,6,5,0,1,0.8333,0.9794
CAKE/USDT,2022-06-26T00:00:00+00:00,1,0,0,1,0.0,0.7883
CAKE/USDT,2022-06-26T04:00:00+00:00,2,0,2,0,-1.0,0.8861
CAKE/USDT,2022-06-26T08:00:00+00:00,10,10,0,0,1.0,0.6331
CAKE/USDT,2022-06-26T12:00:00+00:00,8,7,0,1,0.875,0.5929
CAKE/USDT,2022-06-26T16:00:00+00:00,0,0,0,0,0.0,0.0
CAKE/USDT,2022-06-26T20:00:00+00:00,3,3,0,0,1.0,0.6152
CAKE/USDT,2022-06-27T00:00:00+00:00,8,4,0,4,0.5,0.9906
CAKE/USDT,2022-06-27T04:00:00+00:00,10,1,3,6,-0.2,0.7573
CAKE/USDT,2022-06-27T08:00:00+00:00,7,4,2,1,0.2857,0.7479
CAKE/USDT,2022-06-27T12:00:00+00:00,3,0,2,1,-0.6667,0.8936
CAKE/USDT,2022-06-27T16:00:00+00:00,5,4,1,0,0.6,0.8432
CAKE/USDT,2022-06-27T20:00:00+00:00,5,5,0,0,1.0,0.8313
CAKE/USDT,2022-06-28T00:00:00+00:00,10,10,0,0,1.0,0.9128
CAKE/USDT,2022-06-28T04:00:00+00:00,7,6,0,1,0.8571,0.5271
CAKE/USDT,2022-06-28T08:00:00+00:00,5,2,0,3,0.4,0.9249
CAKE/USDT,2022-06-28T12:00:00+00:00,2,1,1,0,0.0,0.8258
CAKE/USDT,2022-06-28T16:00:00+00:00,4,2,2,0,0.0,0.632
CAKE/USDT,2022-06-28T20:00:00+00:00,6,1,1,4,0.0,0.7334
CAKE/USDT,2022-06-29T00:00:00+00:00,5,3,0,2,0.6,0.6277
CAKE/USDT,2022-06-29T04:00:00+00:00,6,2,1,3,0.1667,0.9414
CAKE/USDT,2022-06-29T08:00:00+00:00,4,1,0,3,0.25,0.5307
CAKE/USDT,2022-06-29T12:00:00+00:00,2,0,2,0,-1.0,0.7551
CAKE/USDT,2022-06-29T16:00:00+00:00,7,4,3,0,0.1429,0.8577
CAKE/USDT,2022-06-29T20:00:00+00:00,5,1,0,4,0.2,0.6248
CAKE/USDT,2022-06-30T00:00:00+00:00,1,0,1,0,-1.0,0.8353
CAKE/USDT,2022-06-30T04:00:00+00:00,10,0,5,5,-0.5,0.7044
CAKE/USDT,2022-06-30T08:00:00+00:00,10,1,3,6,-0.2,0.6119
CAKE/USDT,2022-06-30T12:00:00+00:00,8,5,0,3,0.625,0.7717
CAKE/USDT,2022-06-30T16:00:00+00:00,10,4,1,5,0.3,0.9562
CAKE/USDT,2022-06-30T20:00:00+00:00,2,2,0,0,1.0,0.9495
CAKE/USDT,2022-07-01T00:00:00+00:00,6,5,0,1,0.8333,0.5931
CAKE/USDT,2022-07-01T04:00:00+00:00,7,0,4,3,-0.5714,0.5644
CAKE/USDT,2022-07-01T08:00:00+00:00,3,0,0,3,0.0,0.7011
CAKE/USDT,2022-07-01T12:00:00+00:00,8,1,7,0,-0.75,0.5216
CAKE/USDT,2022-07-01T16:00:00+00:00,5,1,1,3,0.0,0.8016
CAKE/USDT,2022-07-01T20:00:00+00:00,8,4,2,2,0.25,0.7296
CAKE/USDT,2022-07-02T00:00:00+00:00,10,4,4,2,0.0,0.9159
CAKE/USDT,2022-07-02T04:00:00+00:00,6,2,4,0,-0.3333,0.7993
CAKE/USDT,2022-07-02T08:00:00+00:00,5,1,3,1,-0.4,0.5095
CAKE/USDT,2022-07-02T12:00:00+00:00,2,1,1,0,0.0,0.5478
CAKE/USDT,2022-07-02T16:00:00+00:00,1,1,0,0,1.0,0.6583
CAKE/USDT,2022-07-02T20:00:00+00:00,8,3,0,5,0.375,0.6561
CAKE/USDT,2022-07-03T00:00:00+00:00,0,0,0,0,0.0,0.0
CAKE/USDT,2022-07-03T04:00:00+00:00,10,7,3,0,0.4,0.8658
CAKE/USDT,2022-07-03T08:00:00+00:00,5,0,1,4,-0.2,0.5201
CAKE/USDT,2022-07-03T12:00:00+00:00,1,0,0,1,0.0,0.9486
CAKE/USDT,2022-07-03T16:00:00+00:00,2,0,1,1,-0.5,0.7749
CAKE/USDT,2022-07-03T20:00:00+00:00,7,4,2,1,0.2857,0.9018
CAKE/USDT,2022-07-04T00:00:00+00:00,3,3,0,0,1.0,0.6413
CAKE/USDT,2022-07-04T04:00:00+00:00,7,3,1,3,0.2857,0.5219
CAKE/USDT,2022-07-04T08:00:00+00:00,3,0,1,2,-0.3333,0.7217
CAKE/USDT,2022-07-04T12:00:00+00:00,3,0,1,2,-0.3333,0.7069
CAKE/USDT,2022-07-04T16:00:00+00:00,6,2,3,1,-0.1667,0.9279
CAKE/USDT,2022-07-04T20:00:00+00:00,2,0,0,2,0.0,0.7009
CAKE/USDT,2022-07-05T00:00:00+00:00,6,2,2,2,0.0,0.7551
CAKE/USDT,2022-07-05T04:00:00+00:00,6,6,0,0,1.0,0.6253
CAKE/USDT,2022-07-05T08:00:00+00:00,5,2,2,1,0.0,0.5749
CAKE/USDT,2022-07-05T12:00:00+00:00,7,2,0,5,0.2857,0.8372
CAKE/USDT,2022-07-05T16:00:00+00:00,6,5,1,0,0.6667,0.8737
CAKE/USDT,2022-07-05T20:00:00+00:00,2,1,1,0,0.0,0.5564
CAKE/USDT,2022-07-06T00:00:00+00:00,0,0,0,0,0.0,0.0
CAKE/USDT,2022-07-06T04:00:00+00:00,5,5,0,0,1.0,0.7749
CAKE/USDT,2022-07-06T08:00:00+00:00,0,0,0,0,0.0,0.0
CAKE/USDT,2022-07-06T12:00:00+00:00,6,4,0,2,0.6667,0.6596
CAKE/USDT,2022-07-06T16:00:00+00:00,1,0,0,1,0.0,0.5416
CAKE/USDT,2022-07-06T20:00:00+00:00,8,1,6,1,-0.625,0.7268
CAKE/USDT,2022-07-07T00:00:00+00:00,9,3,6,0,-0.3333,0.5901
CAKE/USDT,2022-07-07T04:00:00+00:00,3,2,0,1,0.6667,0.7872
CAKE/USDT,2022-07-07T08:00:00+00:00,3,1,0,2,0.3333,0.8148
CAKE/USDT,2022-07-07T12:00:00+00:00,5,2,2,1,0.0,0.867
CAKE/USDT,2022-07-07T16:00:00+00:00,5,0,3,2,-0.6,0.6654
CAKE/USDT,2022-07-07T20:00:00+00:00,0,0,0,0,0.0,0.0
CAKE/USDT,2022-07-08T00:00:00+00:00,7,4,1,2,0.4286,0.5726
CAKE/USDT,2022-07-08T04:00:00+00:00,1,0,0,1,0.0,0.574
CAKE/USDT,2022-07-08T08:00:00+00:00,2,1,1,0,0.0,0.7061
CAKE/USDT,2022-07-08T12:00:00+00:00,8,5,2,1,0.375,0.8696
CAKE/USDT,2022-07-08T16:00:00+00:00,9,0,2,7,-0.2222,0.8604
CAKE/USDT,2022-07-08T20:00:00+00:00,4,0,0,4,0.0,0.6615
CAKE/USDT,2022-07-09T00:00:00+00:00,4,4,0,0,1.0,0.8895
CAKE/USDT,2022-07-09T04:00:00+00:00,1,0,0,1,0.0,0.5952
CAKE/USDT,2022-07-09T08:00:00+00:00,6,6,0,0,1.0,0.8617
CAKE/USDT,2022-07-09T12:00:00+00:00,3,3,0,0,1.0,0.882
CAKE/USDT,2022-07-09T16:00:00+00:00,0,0,0,0,0.0,0.0
CAKE/USDT,2022-07-09T20:00:00+00:00,5,3,2,0,0.2,0.8861
CAKE/USDT,2022-07-10T00:00:00+00:00,4,1,3,0,-0.5,0.8503
CAKE/USDT,2022-07-10T04:00:00+00:00,0,0,0,0,0.0,0.0
CAKE/USDT,2022-07-10T08:00:00+00:00,0,0,0,0,0.0,0.0
CAKE/USDT,2022-07-10T12:00:00+00:00,9,8,1,0,0.7778,0.5598
CAKE/USDT,2022-07-10T16:00:00+00:00,4,1,3,0,-0.5,0.9645
CAKE/USDT,2022-07-10T20:00:00+00:00,0,0,0,0,0.0,0.0
CAKE/USDT,2022-07-11T00:00:00+00:00,10,10,0,0,1.0,0.5479
CAKE/USDT,2022-07-11T04:00:00+00:00,7,0,4,3,-0.5714,0.7204
CAKE/USDT,2022-07-11T08:00:00+00:00,1,0,1,0,-1.0,0.8519
CAKE/USDT,2022-07-11T12:00:00+00:00,9,2,3,4,-0.1111,0.9313
CAKE/USDT,2022-07-11T16:00:00+00:00,10,9,1,0,0.8,0.5463
CAKE/USDT,2022-07-11T20:00:00+00:00,10,8,1,1,0.7,0.6903
CAKE/USDT,2022-07-12T00:00:00+00:00,1,1,0,0,1.0,0.8026
CAKE/USDT,2022-07-12T04:00:00+00:00,5,0,2,3,-0.4,0.8022
CAKE/USDT,2022-07-12T08:00:00+00:00,7,3,4,0,-0.1429,0.6195
CAKE/USDT,2022-07-12T12:00:00+00:00,1,0,1,0,-1.0,0.8606
CAKE/USDT,2022-07-12T16:00:00+00:00,9,1,6,2,-0.5556,0.8033
CAKE/USDT,2022-07-12T20:00:00+00:00,8,3,1,4,0.25,0.8587
CAKE/USDT,2022-07-13T00:00:00+00:00,1,1,0,0,1.0,0.9975
CAKE/USDT,2022-07-13T04:00:00+00:00,6,2,3,1,-0.1667,0.514
CAKE/USDT,2022-07-13T08:00:00+00:00,9,4,5,0,-0.1111,0.65
CAKE/USDT,2022-07-13T12:00:00+00:00,6,2,2,2,0.0,0.964
CAKE/USDT,2022-07-13T16:00:00+00:00,5,1,2,2,-0.2,0.7855
CAKE/USDT,2022-07-13T20:00:00+00:00,5,3,0,2,0.6,0.832
CAKE/USDT,2022-07-14T00:00:00+00:00,6,6,0,0,1.0,0.5034
CAKE/USDT,2022-07-14T04:00:00+00:00,4,3,0,1,0.75,0.9347
CAKE/USDT,2022-07-14T08:00:00+00:00,7,5,1,1,0.5714,0.5736
CAKE/USDT,2022-07-14T12:00:00+00:00,2,1,0,1,0.5,0.7905
CAKE/USDT,2022-07-14T16:00:00+00:00,2,1,0,1,0.5,0.88
CAKE/USDT,2022-07-14T20:00:00+00:00,10,10,0,0,1.0,0.8938
CAKE/USDT,2022-07-15T00:00:00+00:00,1,0,1,0,-1.0,0.7563
CAKE/USDT,2022-07-15T04:00:00+00:00,0,0,0,0,0.0,0.0
CAKE/USDT,2022-07-15T08:00:00+00:00,1,0,0,1,0.0,0.718
CAKE/USDT,2022-07-15T12:00:00+00:00,0,0,0,0,0.0,0.0
CAKE/USDT,2022-07-15T16:00:00+00:00,9,1,4,4,-0.3333,0.9222
CAKE/USDT,2022-07-15T20:00:00+00:00,0,0,0,0,0.0,0.0
CAKE/USDT,2022-07-16T00:00:00+00:00,8,1,7,0,-0.75,0.5245
CAKE/USDT,2022-07-16T04:00:00+00:00,3,1,1,1,0.0,0.8451
CAKE/USDT,2022-07-16T08:00:00+00:00,10,2,8,0,-0.6,0.5121
CAKE/USDT,2022-07-16T12:00:00+00:00,10,10,0,0,1.0,0.7325
CAKE/USDT,2022-07-16T16:00:00+00:00,7,7,0,0,1.0,0.5423
CAKE/USDT,2022-07-16T20:00:00+00:00,10,9,1,0,0.8,0.5671
CAKE/USDT,2022-07-17T00:00:00+00:00,6,4,0,2,0.6667,0.9405
CAKE/USDT,2022-07-17T04:00:00+00:00,1,0,1,0,-1.0,0.7134
CAKE/USDT,2022-07-17T08:00:00+00:00,10,9,1,0,0.8,0.653
CAKE/USDT,2022-07-17T12:00:00+00:00,0,0,0,0,0.0,0.0
CAKE/USDT,2022-07-17T16:00:00+00:00,7,7,0,0,1.0,0.8179
CAKE/USDT,2022-07-17T20:00:00+00:00,9,5,3,1,0.2222,0.8477
CAKE/USDT,2022-07-18T00:00:00+00:00,9,1,2,6,-0.1111,0.5746
CAKE/USDT,2022-07-18T04:00:00+00:00,5,0,1,4,-0.2,0.6842
CAKE/USDT,2022-07-18T08:00:00+00:00,3,3,0,0,1.0,0.8653
CAKE/USDT,2022-07-18T12:00:00+00:00,10,9,0,1,0.9,0.6759
CAKE/USDT,2022-07-18T16:00:00+00:00,0,0,0,0,0.0,0.0
CAKE/USDT,2022-07-18T20:00:00+00:00,7,5,0,2,0.7143,0.7122
CAKE/USDT,2022-07-19T00:00:00+00:00,4,4,0,0,1.0,0.8195
CAKE/USDT,2022-07-19T04:00:00+00:00,3,2,0,1,0.6667,0.7755
CAKE/USDT,2022-07-19T08:00:00+00:00,1,1,0,0,1.0,0.6311
CAKE/USDT,2022-07-19T12:00:00+00:00,7,4,3,0,0.1429,0.7256
CAKE/USDT,2022-07-19T16:00:00+00:00,3,2,1,0,0.3333,0.8273
CAKE/USDT,2022-07-19T20:00:00+00:00,4,1,1,2,0.0,0.6864
CAKE/USDT,2022-07-20T00:00:00+00:00,9,9,0,0,1.0,0.8759
CAKE/USDT,2022-07-20T04:00:00+00:00,2,1,0,1,0.5,0.8865
CAKE/USDT,2022-07-20T08:00:00+00:00,1,0,0,1,0.0,0.8485
CAKE/USDT,2022-07-20T12:00:00+00:00,4,3,0,1,0.75,0.5744
CAKE/USDT,2022-07-20T16:00:00+00:00,7,1,4,2,-0.4286,0.5445
